origin_abbrev,origin_id,target_abbrev,target_id,projection_volume
AHN,88,CTXpl,695,1.3043159720972601
LHA,194,TH,549,1.287747832
ZI,797,HY,1097,1.2825045968000002
MM,491,MBmot,323,1.27962476983359
MM,491,DG,726,1.2664792203
PMv,1004,CNU,623,1.2654297817922902
PVH,38,BS,343,1.26380181847279
STN,470,MB,313,1.2585250209
ZI,797,STR,477,1.2542285
DMH,830,MBmot,323,1.24774157047217
LHA,194,CNU,623,1.2454795298516799
PMv,1004,CTX,688,1.22641685555902
LPO,226,IB,1129,1.22542644929527
PVHd,63,grey,8,1.2138076091818701
PSTN,364,PAL,803,1.2104519300125
VMH,693,PVR,141,1.20833645718516
ZI,797,SS,453,1.2035460207556699
PSTN,364,MBmot,323,1.19014706678859
MM,491,CA,375,1.1877354412
TMv,1,CH,567,1.17912753849254
DMH,830,TH,549,1.16029256
MM,491,LSX,275,1.1556160734999998
MPN,515,CNU,623,1.13978869264478
ZI,797,TH,549,1.1336734864
AHN,88,PAL,803,1.1296646592
ZI,797,SCm,294,1.1260362196125
DMH,830,RHP,822,1.1211275805153302
TU,614,LZ,290,1.11569250068281
ARH,223,CH,567,1.1115204784147
PVHd,63,BS,343,1.1045705868866598
VMH,693,CTXpl,695,1.08442348766918
TU,614,STR,477,1.0690204559999998
MM,491,MEZ,467,1.0656099880125
PVH,38,IB,1129,1.06520257762214
LHA,194,P,771,1.0430841092
MM,491,LS,242,1.0256238901999999
PSTN,364,IB,1129,1.02334674969296
TU,614,PAG,795,1.0210012008
PVH,38,CH,567,1.01974190127351
STN,470,MBmot,323,1.01954770701288
PMv,1004,CTXpl,695,1.01738041214339
PH,946,HPF,1089,1.0153710616
ZI,797,P,771,1.0141963062000001
DMH,830,OLF,698,1.007021947925
MM,491,fiber tracts,1009,1.00574166
AHN,88,PVR,141,1.00280601793391
VMH,693,fiber tracts,1009,1.0001860204000002
ZI,797,MRN,128,0.9867627252
LHA,194,CTX,688,0.9843058188927271
SUM,525,BS,343,0.97854526736032
PH,946,HIP,1080,0.97740104230166
MPO,523,LZ,290,0.9753173263743159
SUM,525,CTX,688,0.9707542527955849
PSTN,364,HB,1065,0.95805244038348
LHA,194,DORpm,856,0.9517148021396609
LHA,194,MY-mot,370,0.948025270050195
DMH,830,ORB,714,0.947385121732624
TU,614,PVR,141,0.9466937345042571
AHN,88,fiber tracts,1009,0.9285776948000001
LPO,226,CNU,623,0.9183479078425841
VMH,693,LHA,194,0.9150322328
LHA,194,CTXpl,695,0.9127329339974141
TU,614,PAL,803,0.911585318
MPO,523,MBmot,323,0.911112651696391
VMH,693,HB,1065,0.8969890054752621
VMH,693,SCm,294,0.8874695221
LPO,226,HY,1097,0.8855079393999999
MPO,523,STR,477,0.8826912528
DMH,830,STRd,485,0.882304423525
DMH,830,CP,672,0.882304423525
AHN,88,SCm,294,0.87590967485
SUM,525,IB,1129,0.8681587045751559
SUM,525,CTXpl,695,0.8616364437928999
PVH,38,HY,1097,0.8565600623999999
PMv,1004,STR,477,0.8482053664
DMH,830,ENT,909,0.8405992193976559
LM,210,CTX,688,0.826024010551742
AHN,88,LHA,194,0.8237089434
MM,491,LHA,194,0.8157605456
LHA,194,MRN,128,0.807348794
VMH,693,MRN,128,0.7966103851999999
PH,946,LZ,290,0.792701812153125
ZI,797,SSp,322,0.7788326001763449
AHN,88,LSX,275,0.774469605780664
TU,614,TH,549,0.7731480484000001
LPO,226,CTX,688,0.769420192218947
LM,210,CTXpl,695,0.7623043481533041
LM,210,BS,343,0.7598152324828922
ARH,223,CNU,623,0.75718612142801
MM,491,PALm,826,0.756576415
DMH,830,DORpm,856,0.7497963649121091
SUM,525,HY,1097,0.7481752768000001
PH,946,AI,95,0.74697715148493
PSTN,364,CP,672,0.7419589591558591
PSTN,364,STRd,485,0.7419589591558591
PH,946,HB,1065,0.7346932096363801
PSTN,364,CTX,688,0.7342744988051909
AHN,88,LS,242,0.7317490654468749
STN,470,PAL,803,0.727696287601172
MPN,515,MB,313,0.7271194868
PH,946,TH,549,0.7239658664
MM,491,HB,1065,0.719818934023695
TMv,1,CTX,688,0.71862898919313
LHA,194,Isocortex,315,0.706402085922609
PMv,1004,MEZ,467,0.705745885939062
DMH,830,fiber tracts,1009,0.7031058608
MM,491,DG-mo,10703,0.7002119404
TU,614,CTX,688,0.6987706924530451
PMv,1004,MB,313,0.6960291828
LHA,194,STR,477,0.68855522015
PH,946,STRd,485,0.6866204851625
PH,946,CP,672,0.6866204851625
MM,491,Isocortex,315,0.6855582960080729
MPO,523,PAL,803,0.6851584152
LPO,226,CTXpl,695,0.6830423009922671
ZI,797,MO,500,0.68203984845209
VMH,693,P,771,0.6815615212
ZI,797,DORpm,856,0.6794435984885749
MM,491,MSC,904,0.6763554084000001
VMH,693,CTXsp,703,0.6694544836
MM,491,CA3,463,0.6671637728
MM,491,ATN,239,0.6659731603875
MM,491,RHP,822,0.6655451362
VMH,693,PALc,809,0.665326576178906
VMH,693,BST,351,0.664204065
MM,491,PVR,141,0.663922571302539
LHA,194,LZ,290,0.662271008339062
TMv,1,CTXpl,695,0.661785349871255
MPO,523,TH,549,0.6607636672
MPO,523,CTX,688,0.6586696929272571
ZI,797,PAL,803,0.65864519660625
SUM,525,CNU,623,0.6581587769121949
MM,491,LSr,258,0.65639077
PVp,126,MEZ,467,0.650970621486719
PH,946,PAG,795,0.6500121068
MPO,523,MEZ,467,0.649822262157031
PVp,126,CH,567,0.649611125881337
PSTN,364,HY,1097,0.6445166245
DMH,830,LZ,290,0.640617428110351
LM,210,CNU,623,0.6346726682963381
MM,491,P,771,0.6338854815999999
DMH,830,MO,500,0.6289058549808231
MM,491,mfbs,991,0.626529989178516
MM,491,STRv,493,0.6259264652703119
MPN,515,STR,477,0.6237691229
VMH,693,sAMY,278,0.6230344692400389
PSTN,364,MY,354,0.62171984
STN,470,STR,477,0.621232076696875
DMH,830,PAG,795,0.6174651994
DMH,830,MEZ,467,0.611188472086719
MPO,523,CTXpl,695,0.607790135280072
ZI,797,LZ,290,0.607282808252148
DMH,830,ENTl,918,0.606818195085156
PH,946,PAL,803,0.60026176
STN,470,STRd,485,0.5989492712943361
STN,470,CP,672,0.5989492712943361
VMH,693,LSX,275,0.597852053771875
MM,491,STRd,485,0.5969887119
MM,491,CP,672,0.5969887119
ADP,72,root,997,0.5954496317
AHN,88,MTN,571,0.593911115
PVH,38,CNU,623,0.593699421480793
STN,470,PALd,818,0.5929631436890991
MPN,515,PVR,141,0.590720347661719
AHN,88,HPF,1089,0.5872792639
PH,946,P,771,0.5839507575999999
MPO,523,HB,1065,0.5774390591291619
ZI,797,CP,672,0.572085430300781
ZI,797,STRd,485,0.572085430300781
TMv,1,BS,343,0.5716452555848299
PSTN,364,PALv,835,0.5628439408853521
LHA,194,PAG,795,0.5605072368
MPO,523,DORpm,856,0.559916689661926
VMH,693,LS,242,0.55914703845
LHA,194,PAL,803,0.5569242061249999
LHA,194,fiber tracts,1009,0.552310017
STN,470,SNr,381,0.552156789449316
DMH,830,AI,95,0.549815441651999
PH,946,MEZ,467,0.549278021739453
ZI,797,PAG,795,0.5488461188
PVHd,63,HB,1065,0.548577014930745
PH,946,DORpm,856,0.547051372295312
MPN,515,MEZ,467,0.54667307935625
VMH,693,OLF,698,0.543503933
PMv,1004,LZ,290,0.542708964448096
PVp,126,CNU,623,0.542695576680181
PH,946,DG,726,0.5416923680875
PSTN,364,SI,342,0.5406709618625
MM,491,PAG,795,0.539515382
ARH,223,MB,313,0.5388318712
VMH,693,AHN,88,0.5381425098
ZI,797,sAMY,278,0.535666802031049
LHA,194,MEZ,467,0.535289355849609
LPO,226,Isocortex,315,0.534560684950683
MPN,515,MBmot,323,0.534517764486339
PSTN,364,CTXpl,695,0.532194820380215
TU,614,PALc,809,0.531882211957031
TU,614,BST,351,0.5312615378
ZI,797,SCiw,17,0.5282880071
AHN,88,MRN,128,0.5272376284
MPN,515,PAL,803,0.5206720106
LM,210,Isocortex,315,0.512145877117507
ADP,72,grey,8,0.509133134762072
AHN,88,HB,1065,0.508827090985796
TU,614,DORpm,856,0.5085270709497071
DMH,830,HB,1065,0.505870720228777
VMH,693,MTN,571,0.4992911987
MPO,523,PAG,795,0.4954141178
PH,946,MO,500,0.492422668034473
PH,946,fiber tracts,1009,0.490896896
MPO,523,LHA,194,0.49015932840000004
MM,491,MBO,331,0.487167782550928
ZI,797,CTXsp,703,0.48297905184375
MM,491,DG-sg,632,0.4803055068
LPO,226,STR,477,0.47979539229999996
DMH,830,PAL,803,0.4793308037
TU,614,fiber tracts,1009,0.4782155196
ZI,797,PRT,1100,0.47771472964687495
MPN,515,LZ,290,0.471736595591919
PMv,1004,MBmot,323,0.46948163267731896
AHN,88,CTXsp,703,0.4681843278
ZI,797,MY,354,0.4640368061
ZI,797,P-sat,1117,0.46259093193906203
SUM,525,HPF,1089,0.4625003768
TMv,1,CNU,623,0.46049854929941403
LHA,194,SCm,294,0.45885791341250004
ZI,797,fiber tracts,1009,0.4560239194
PMv,1004,Isocortex,315,0.453927136178595
LM,210,STR,477,0.4526283664
ARH,223,MEZ,467,0.45208483824492207
MM,491,mfbc,768,0.4484230630769529
MPO,523,fiber tracts,1009,0.4458120695
STN,470,GPe,1022,0.442524469622009
DMH,830,MOs,993,0.441472720528625
ZI,797,MOp,985,0.4404415922292971
LPO,226,PAL,803,0.4385524549
AHN,88,sAMY,278,0.43844496105668895
PH,946,CA,375,0.435490906725
VMH,693,PVZ,157,0.433971528965625
PSTN,364,SNr,381,0.42991314056249996
ZI,797,P-mot,987,0.42943460737808103
TMv,1,Isocortex,315,0.429191113631313
MPO,523,PVR,141,0.42832177611835903
ZI,797,PRNr,146,0.42608121745
PVH,38,CTX,688,0.42604247979272003
AHN,88,PALc,809,0.426000959412109
MPN,515,CTX,688,0.425294680476877
ZI,797,SSs,378,0.424713420579321
AHN,88,BST,351,0.42428456630000005
AHN,88,RHP,822,0.4242618359835689
AHN,88,PH,946,0.4238739316
PSTN,364,MY-mot,370,0.422173400488329
ARH,223,STR,477,0.41949240060000004
ZI,797,DORsm,864,0.419387943264319
MPO,523,LSX,275,0.417908642123437
PMv,1004,PAL,803,0.41722441600000004
ZI,797,APN,215,0.41612254320000003
MM,491,CA1,382,0.4157156766
TU,614,LHA,194,0.41398648619999995
PVH,38,STR,477,0.4096273482
TU,614,MRN,128,0.40952684920000004
AHN,88,LSr,258,0.40903057229999995
MM,491,ACB,56,0.4086986904
SUM,525,STR,477,0.4080955935
VMH,693,DORsm,864,0.40798640176123
MM,491,PALv,835,0.407426325775
STN,470,IB,1129,0.4067564901907921
DMH,830,PIR,961,0.4060194359375
TU,614,sAMY,278,0.405860480932812
ADP,72,CH,567,0.405444736348553
DMH,830,CTXsp,703,0.40529259015
MPO,523,P,771,0.40497828210000003
ARH,223,LZ,290,0.404645350528125
AHN,88,OLF,698,0.4028750894
PH,946,LSX,275,0.40121814276249995
PMv,1004,PVR,141,0.400102790276
PVp,126,PVR,141,0.39990105421533206
LHA,194,P-mot,987,0.396285760366016
ARH,223,MBmot,323,0.39439042906351396
DMH,830,ORBl,723,0.394201539221875
PSTN,364,LZ,290,0.39297786383925803
VMH,693,PH,946,0.39216264079999996
PH,946,MRN,128,0.3917176522
SBPV,347,root,997,0.3913692426
MPN,515,PAG,795,0.3870564978
VMH,693,MPO,523,0.3848717348
ZI,797,SCig,10,0.38374289485
AHN,88,mfbs,991,0.38348968244760706
MM,491,NDB,596,0.38238941439999996
ZI,797,MY-mot,370,0.380649180750325
VMH,693,ZI,797,0.37931467909999994
PSTN,364,TH,549,0.37883028960000004
LPO,226,MB,313,0.3780136654
VMH,693,Isocortex,315,0.37794991055053295
MM,491,fxs,1099,0.37644025557031197
TU,614,AHN,88,0.37485212659999995
MPO,523,LS,242,0.3703344264375
PSTN,364,Isocortex,315,0.368883019745698
MM,491,OLF,698,0.36875246450000004
SBPV,347,grey,8,0.36773781063956396
PH,946,LS,242,0.36702866869375
PMv,1004,HPF,1089,0.3661612024
MM,491,SI,342,0.36561583729999997
TU,614,CTXpl,695,0.3624346185845879
ZI,797,SNr,381,0.3607479243375
AHN,88,DORsm,864,0.360523060724805
PVHd,63,IB,1129,0.35977593415073705
MPN,515,PALc,809,0.35947897700312503
MPN,515,BST,351,0.35866019909999997
MPN,515,LSX,275,0.35825260848492396
ARH,223,TH,549,0.35775476240000004
PH,946,OLF,698,0.3558324385
SUM,525,HIP,1080,0.35540543712050804
ARH,223,CTX,688,0.35433435698669397
AHN,88,VMH,693,0.353444889
TU,614,LSX,275,0.35280937291523407
PVHd,63,MY,354,0.3524795596
ARH,223,PVR,141,0.350393164626367
MM,491,MRN,128,0.3501080086
PH,946,AId,104,0.34665834597187495
TU,614,PVZ,157,0.34442837132265597
DMH,830,ORBvl,746,0.34330690413685905
DMH,830,PL,972,0.342057393147169
LPO,226,LZ,290,0.34181309056607895
TU,614,CTXsp,703,0.34176868880000005
MM,491,ENT,909,0.340650652125
LPO,226,TH,549,0.3399187036
PH,946,LHA,194,0.3396261148
LM,210,IB,1129,0.33892337076966494
TU,614,LS,242,0.33823056272031204
ARH,223,PAL,803,0.3376938096
AHN,88,TU,614,0.3366919066
PSTN,364,P,771,0.33633257735
PSTN,364,sAMY,278,0.336229742428349
TMv,1,STR,477,0.33561045700000003
PVHd,63,HY,1097,0.33554665655
MPO,523,Isocortex,315,0.334873621805233
AVPV,272,root,997,0.33430832120000004
VMH,693,LSr,258,0.3340667218
AHN,88,MPO,523,0.3331861379
PSTN,364,PALd,818,0.33271292926629603
MPN,515,CTXpl,695,0.33257396909061604
MM,491,CTXsp,703,0.3324932436
STN,470,fiber tracts,1009,0.32910455274375
ZI,797,VENT,637,0.327012061969141
PH,946,STRv,493,0.326318257934375
MPN,515,LS,242,0.32606136988359397
AHN,88,PVZ,157,0.323770106110937
MM,491,MTN,571,0.319850887125
MM,491,PH,946,0.3197561444
DMH,830,ACA,31,0.31910236707813694
AHN,88,MBO,331,0.318871722421875
ZI,797,RN,214,0.3168190697
DMH,830,DORsm,864,0.31657610423329496
ZI,797,PALd,818,0.31649557011850604
VMH,693,PALv,835,0.31480706263124997
AHN,88,Isocortex,315,0.314161664457445
TU,614,MPO,523,0.3135648278
DMH,830,AIv,119,0.31158877047577505
AHN,88,LSv,266,0.30828988960000003
ADP,72,CTX,688,0.30711175700426196
VMH,693,MEA,403,0.30590573579999997
PVp,126,STR,477,0.30462397420000004
LHA,194,MO,500,0.30411395182491197
LM,210,MB,313,0.3035072348
LPO,226,DORpm,856,0.303110735281089
PH,946,DG-mo,10703,0.30295405420000004
ZI,797,MEZ,467,0.302739223275397
AVPV,272,grey,8,0.30199920022817606
ADP,72,BS,343,0.30085751560417606
PMv,1004,TH,549,0.3002075846
AHN,88,P,771,0.30002848715
VMH,693,SCdg,26,0.29980367760000004
VMH,693,TU,614,0.2991153942
VMH,693,mfbs,991,0.299034824725
VMH,693,SI,342,0.2985788148
ZI,797,SSp-m,345,0.29844799340281397
VMH,693,MY,354,0.2979103568
PSTN,364,PAG,795,0.2971849118
PMv,1004,PAG,795,0.2965144497
VMH,693,MPN,515,0.295933295
MM,491,MS,564,0.293965994
PH,946,MOs,993,0.29396531685732397
AHN,88,SCiw,17,0.2930319266
AHN,88,PALv,835,0.29211446254375
SBPV,347,BS,343,0.29044875020993605
AHN,88,ENT,909,0.29034486551875
MM,491,LSv,266,0.28898054289999997
LHA,194,P-sat,1117,0.28861514277968703
PH,946,PVR,141,0.28814517677421897
MM,491,LPO,226,0.2867037481
PH,946,SS,453,0.285571974840505
DMH,830,mfbs,991,0.282253251968652
MM,491,P-sat,1117,0.281918851913672
LPO,226,LSX,275,0.279824147257812
TU,614,MPN,515,0.2790169564
VMH,693,MBO,331,0.27828398239687496
MPN,515,TH,549,0.2781267636
AHN,88,ZI,797,0.27810094550000003
DMH,830,P,771,0.27675901435
SBPV,347,IB,1129,0.276412569788141
MM,491,MPO,523,0.27633188870000003
LHA,194,PVR,141,0.276033527864714
PH,946,ACB,56,0.2737945952
PVH,38,HB,1065,0.273292278467902
DMH,830,PVR,141,0.27306432612607395
SUM,525,Isocortex,315,0.272363518762326
AHN,88,SI,342,0.2712563609
VMH,693,SCiw,17,0.27017802280000003
SUM,525,DG,726,0.270068749125
PH,946,ATN,239,0.269552663821875
PSTN,364,fiber tracts,1009,0.269111541475
ARH,223,DORpm,856,0.26848840697246107
VMH,693,CEA,536,0.2681869243375
PMv,1004,fiber tracts,1009,0.26787307260000004
AVPV,272,BS,343,0.265964719397416
TU,614,HB,1065,0.265544207399257
PH,946,LSr,258,0.2651047196
ZI,797,CEA,536,0.26479104219531197
PSTN,364,MRN,128,0.26295811412500003
DMH,830,SS,453,0.262696004756883
PSTN,364,CEA,536,0.262223808183203
PSTN,364,GPe,1022,0.262162945061291
PH,946,P-sat,1117,0.262027408967187
STN,470,HY,1097,0.2615834179
PVp,126,LZ,290,0.261272351767041
PSTN,364,DORpm,856,0.26106093240044603
ZI,797,LAT,138,0.260972903988672
LHA,194,MY-sen,386,0.259655804220312
LHA,194,sAMY,278,0.259156441049634
VMH,693,HPF,1089,0.2587962097
MM,491,AM,127,0.25792828739999996
AHN,88,PALm,826,0.25662982292500003
AHN,88,SCdg,26,0.2559674152
MM,491,AV,255,0.2552911466
ARH,223,CTXpl,695,0.255180867012475
PVHd,63,MB,313,0.25503959285
VMH,693,LSv,266,0.2548562716
MPO,523,LSr,258,0.2544216367
PH,946,PL,972,0.254176685405115
ADP,72,CTXpl,695,0.252319242146478
VMH,693,COA,631,0.251832509775
MPO,523,HPF,1089,0.25053282275
SUM,525,PAL,803,0.25006318225
LPO,226,PALm,826,0.24938523785
MPO,523,PALm,826,0.24915584373750002
MPO,523,mfbs,991,0.24762553586298802
SBPV,347,HY,1097,0.24752448122499998
AHN,88,SCig,10,0.24733441879999998
ZI,797,GPe,1022,0.24688912704121102
LHA,194,DORsm,864,0.24633837997360997
AVPV,272,IB,1129,0.24618171696644298
TMv,1,IB,1129,0.24597451892741104
PVp,126,PVZ,157,0.24584333287500001
DMH,830,VENT,637,0.244245878113672
AHN,88,MY,354,0.2427808096
PVH,38,CTXpl,695,0.24231278586166602
LPO,226,fiber tracts,1009,0.24197144475000001
PH,946,SCm,294,0.2416501131625
PMv,1004,PVZ,157,0.241647098399219
ZI,797,MOs,993,0.241598256222794
SUM,525,LZ,290,0.241356607081974
ADP,72,IB,1129,0.24096946526144397
PMv,1004,MPN,515,0.2408249354
LHA,194,LSX,275,0.240362762260742
LPO,226,LS,242,0.23932637261093698
VMH,693,PRT,1100,0.238903283967578
VMH,693,MED,444,0.23856595056875002
PVp,126,PAL,803,0.23807159600000002
MM,491,P-mot,987,0.23698186507472102
PSTN,364,LHA,194,0.23654050004375
MM,491,ZI,797,0.2362642751
PH,946,PALm,826,0.23571724216249998
PH,946,lfbs,983,0.235652844916186
MM,491,MED,444,0.23551350567499998
AHN,88,PRT,1100,0.235433483985547
ZI,797,PRNc,1093,0.23482264855
ZI,797,BMA,319,0.234722655628125
SUM,525,LSX,275,0.234519695913245
AVPV,272,HY,1097,0.23425768835000002
LM,210,HY,1097,0.2341587304
MPN,515,DORpm,856,0.23404080033357602
DMH,830,ENTm,926,0.23378102431249997
AHN,88,PVT,149,0.2335522182
MPN,515,HPF,1089,0.233373398825
PVH,38,MEZ,467,0.23319678360691504
LHA,194,PALv,835,0.23271687492812498
VMH,693,P-sat,1117,0.232643140876562
LPO,226,MEZ,467,0.232536007563672
PSTN,364,STRv,493,0.232209918502051
PH,946,RHP,822,0.23135140681594202
LPO,226,MSC,904,0.23130657024999998
TU,614,PH,946,0.2312442447
LHA,194,ZI,797,0.23115250199999998
DMH,830,LHA,194,0.2304742048
TMv,1,MB,313,0.2304666686
AHN,88,MSC,904,0.23040078320000001
MPN,515,fiber tracts,1009,0.230299216
DMH,830,SCm,294,0.22993809825
PMv,1004,PALc,809,0.229873950811572
PMv,1004,BST,351,0.22973723010000002
PH,946,MSC,904,0.22968273475
MM,491,sAMY,278,0.229300940538428
DMH,830,MY,354,0.2291117451
ADP,72,HPF,1089,0.22880051302499999
VMH,693,MBsta,348,0.228388013894141
PH,946,P-mot,987,0.228356964664618
DMH,830,ZI,797,0.2278450265
PH,946,PALv,835,0.22667381379999998
PH,946,DG-sg,632,0.22621580100000002
LHA,194,LS,242,0.226182305557031
ADP,72,HY,1097,0.22592462095
VMH,693,PALm,826,0.225022711025
MPO,523,MSC,904,0.2245738698
DMH,830,MRN,128,0.22432542754999998
AHN,88,DMH,830,0.2239139427
PMv,1004,DORpm,856,0.223785909669287
TU,614,SCm,294,0.22344451412500002
PH,946,CTXsp,703,0.22321842383749999
PMv,1004,OLF,698,0.222810497
TU,614,P,771,0.2227061074
PMv,1004,HIP,1080,0.22241243691542997
TU,614,MEA,403,0.2222674006
VMH,693,LPO,226,0.22191690605
AHN,88,MED,444,0.221447016875
PH,946,CA3,463,0.22054349239999999
PVH,38,MB,313,0.2190646675
ZI,797,MEA,403,0.21868304325
ARH,223,PAG,795,0.21853803019999998
PMv,1004,LSX,275,0.218188391387268
STN,470,lfbs,983,0.217916115868639
MM,491,MBsta,348,0.217815233496875
VMH,693,SCig,10,0.2177924609
MPO,523,MRN,128,0.21762967554999998
MPO,523,PH,946,0.21733063100000002
STN,470,LZ,290,0.217253981636853
PH,946,ORB,714,0.21697810390608702
